ProbeID,GSM946048
cg02205739,0.021280475
cg02205962,0.013845061
cg02206259,0.03090035
cg02207610,0.030400675
cg02210123,0.028680111
cg02210887,0.763372892
cg02212280,0.924190985
cg02212737,0.012883475
cg02212836,0.706527737
cg02213716,0.014884871
cg02214188,0.423514961
cg02215538,0.030344937
cg02216250,0.019615125
cg02217159,0.055172712
cg02217814,0.148828935
cg02218214,0.907711984
cg02218260,0.76939667
cg02218324,0.784893408
cg02222362,0.614254394
cg02224164,0.860094286
cg02224920,0.043499971
cg02225847,0.04737256
cg02226697,0.008847086
cg02226871,0.005803964
cg02226939,0.023738947
cg02227605,0.046816655
cg02228185,0.374499331
cg02229516,0.01786449
cg02229946,0.938808988
cg02232922,0.059970702
cg02233558,0.064592402
cg02233559,0.020880674
cg02235880,0.100283249
cg02237119,0.350348229
cg02237186,0.020002802
cg02238504,0.965358611
cg02238747,0.095964936
cg02238826,0.176853745
cg02239021,0.037512736
cg02239082,0.002359259
cg02240226,0.010406151
cg02240622,0.819526876
cg02241259,0.939625769
cg02241586,0.011730936
cg02244695,0.097105465
cg02245378,0.089898981
cg02245418,0.870261162
cg02246665,0.015143006
cg02246968,0.015332639
cg02247582,0.020409566
cg02248486,0.105947035
cg02248540,0.055147458
cg02250594,0.05956588
cg02250787,0.116368954
cg02250992,0.003756626
cg02251134,0.672952704
cg02252907,0.013719648
cg02252918,0.006076575
cg02254407,0.856316391
cg02254461,0.548030029
cg02254649,0.015074511
cg02255004,0.890310524
cg02255609,0.153282663
cg02255732,0.805936627
cg02257405,0.092599372
cg02257681,0.006688756
cg02259997,0.03717762
cg02260587,0.092378606
cg02261346,0.965695293
cg02264284,0.023407194
cg02265318,0.031544209
cg02266731,0.899588373
cg02268424,0.014733233
cg02269221,0.016973523
cg02271621,0.026210004
cg02273078,0.00033461
cg02273392,0.078343221
cg02273788,0.876118107
cg02274362,0.722103812
cg02275294,0.016626459
cg02275359,0.61764299
cg02275830,0.008662557
cg02275989,0.012629816
cg02276665,0.817803394
cg02276686,0.014409486
cg02276793,0.008539253
cg02277509,0.006673
cg02278071,0.019711339
cg02278165,0.015154654
cg02279071,0.01083058
cg02280309,0.933183538
cg02282237,0.05396187
cg02283643,0.117293541
cg02284188,0.907986353
cg02284889,0.023133951
cg02285477,0.024701798
cg02286642,0.048053813
cg02286990,0.038313937
cg02288165,0.736692687
cg02290509,0.02025276
cg02292024,0.027352396
cg02293044,0.190124206
cg02296128,0.018413956
cg02298008,0.0171506
cg02298570,0.299320198
cg02298612,0.434644377
cg02299279,0.001417486
cg02299653,0.018155294
cg02300906,0.017344949
cg02301754,0.945488171
cg02301815,0.963298152
cg02303361,0.01620537
cg02304930,0.119036715
cg02305261,0.35464682
cg02305723,0.743650073
cg02307482,0.011095937
cg02309273,0.037252951
cg02309431,0.907048408
cg02309594,0.88307552
cg02310296,0.396462387
cg02311163,0.917647882
cg02312170,0.009205257
cg02312751,0.039723475
cg02314308,0.060693067
cg02316718,0.009201364
cg02317742,0.033552728
cg02317907,0.798427443
cg02318426,0.02345563
cg02318535,0.679893504
cg02320454,0.020940402
cg02321871,0.014514614
cg02322621,0.030800204
cg02322989,0.04339196
cg02323334,0.003415359
cg02324920,0.503681425
cg02326006,0.009934356
cg02326931,0.02488476
cg02327719,0.187079048
cg02329886,0.331940758
cg02330106,0.926577284
cg02331561,0.067808265
cg02332073,0.279411199
cg02332492,0.944889993
cg02332525,0.038443861
cg02332537,0.841479685
cg02334775,0.78945737
cg02335441,0.060011232
cg02335804,0.095864244
cg02336128,0.016881364
cg02337166,0.026148368
cg02337447,0.90745827
cg02342494,0.045564337
cg02344078,0.019287947
cg02344201,0.026972471
cg02344238,0.021231004
cg02345317,0.056078209
cg02347114,0.979493633
cg02347487,0.863027283
cg02351381,0.35106345
cg02352653,0.023021425
cg02357714,0.811981076
cg02357725,0.026746928
cg02358761,0.119127618
cg02358804,0.82631253
cg02360616,0.015822457
cg02360776,0.019810864
cg02360836,0.022491323
cg02361363,0.022625263
cg02361557,0.0244917
cg02364038,0.009035842
cg02364642,0.060858696
cg02366059,0.134919129
cg02367472,0.012898813
cg02367951,0.329932344
cg02372712,0.322261914
cg02374486,0.882100513
cg02376163,0.049418524
cg02376703,0.039451138
cg02377083,0.974706711
cg02381948,0.966345975
cg02382666,0.957216417
cg02385474,0.859224636
cg02385791,0.029105347
cg02387613,0.024630109
cg02387679,0.070656283
cg02387854,0.005278533
cg02388150,0.254573218
cg02391387,0.012436199
cg02393447,0.050769493
cg02397514,0.012514711
cg02397720,0.285199593
cg02398725,0.043387731
cg02399449,0.036220575
cg02399455,0.982834737
cg02400248,0.007287303
cg02401149,0.923364898
cg02401978,0.881563026
cg02403232,0.03705414
cg02404636,0.045011876
cg02404843,0.012431836
cg02407785,0.009976709
cg02409282,0.053704598
cg02409351,0.080076996
cg02412050,0.061358678
cg02413850,0.018482447
cg02415431,0.885950064
cg02416716,0.009131184
cg02417264,0.371192702
cg02417408,0.731423953
cg02420102,0.02652035
cg02421543,0.040903372
cg02422627,0.052502738
cg02422694,0.035870057
cg02423618,0.71034519
cg02425732,0.012647926
cg02426410,0.008199787
cg02428100,0.022825303
cg02430692,0.012503285
cg02431687,0.956152444
cg02431964,0.954233498
cg02432101,0.972702913
cg02433671,0.020289343
cg02433905,0.017869809
cg02435593,0.35569976
cg02436686,0.642727073
cg02437376,0.010299856
cg02440177,0.023141583
cg02441647,0.100676368
cg02441831,0.016707098
cg02442161,0.962763913
cg02443089,0.017759774
cg02447314,0.009874101
cg02449608,0.95946934
cg02449978,0.027495349
cg02450959,0.017364561
cg02451362,0.007998953
cg02451670,0.43374089
cg02452985,0.014398446
cg02453591,0.019285527
cg02453653,0.026872233
cg02456292,0.109593969
cg02457752,0.892316705
cg02460120,0.005791559
cg02460349,0.01318747
cg02470959,0.166620943
cg02471507,0.066123632
cg02473123,0.962363176
cg02475653,0.87892705
cg02477931,0.379679786
cg02479196,0.013109718
cg02479575,0.04224384
cg02480835,0.018787449
cg02486845,0.030503195
cg02488871,0.660548382
cg02489552,0.165963919
cg02490034,0.749206615
cg02491012,0.034837886
cg02491878,0.708155241
cg02492740,0.035973703
cg02493771,0.498173397
cg02494117,0.066245561
cg02496295,0.004788443
cg02497175,0.029185365
cg02497428,0.876630138
cg02497700,0.086611742
cg02497758,0.050351776
cg02498063,0.374780899
cg02499249,0.042768333
cg02500392,0.959577979
cg02501779,0.027800757
cg02501984,0.004791689
cg02502132,0.011893507
cg02503850,0.013348093
cg02503970,0.024023373
cg02504280,0.956834374
cg02504465,0.001847943
cg02505409,0.013544672
cg02505689,0.01405163
cg02506426,0.059738635
cg02506728,0.011479054
cg02506908,0.934277088
cg02507175,0.024920317
cg02507952,0.430933166
cg02508567,0.066398234
cg02510853,0.281929017
cg02511532,0.006615585
cg02512226,0.40736244
cg02512860,0.546885054
cg02513045,0.009185336
cg02515422,0.108136757
cg02515725,0.047769177
cg02516189,0.646421686
cg02516388,0.003599162
cg02517489,0.02103614
cg02518339,0.818820952
cg02518671,0.042896948
cg02519218,0.52798584
cg02519806,0.012944181
cg02523400,0.79188847
cg02523617,0.15404598
cg02525396,0.085323145
cg02525756,0.282773158
cg02527529,0.004219923
cg02528468,0.025239959
cg02532648,0.010678972
cg02533173,0.109624659
cg02533993,0.01148865
cg02536286,0.026369173
cg02537023,0.84868847
cg02537838,0.898611062
cg02537909,0.012869982
cg02539714,0.030014166
cg02540157,0.846531305
cg02543879,0.023433111
cg02545106,0.020530908
cg02545192,0.026241082
cg02546521,0.013265725
cg02547138,0.009471539
cg02547439,0.03277639
cg02548238,0.03930467
cg02549418,0.865901522
cg02549424,0.252456094
cg02549910,0.014877932
cg02550200,0.006751609
cg02550358,0.018070167
cg02551396,0.028092913
cg02552572,0.911844561
cg02552945,0.934034149
cg02553486,0.40291179
cg02554564,0.879952408
cg02554810,0.02112685
cg02555579,0.205939825
cg02556718,0.019476485
cg02558133,0.013124187
cg02564061,0.86396392
cg02564523,0.083082703
cg02564733,0.054083725
cg02566518,0.041286598
cg02567144,0.013331815
cg02569086,0.025301411
cg02569333,0.015467378
cg02569613,0.089024507
cg02571905,0.016218315
cg02575859,0.032791593
cg02577849,0.079167218
cg02579133,0.945090927
cg02579736,0.020247917
cg02580195,0.05737457
cg02580606,0.895488326
cg02581667,0.006820159
cg02582608,0.02564616
cg02582754,0.971366503
cg02583151,0.067132002
cg02584520,0.008296968
cg02586730,0.437773588
cg02588309,0.176225845
cg02589695,0.45369101
cg02590345,0.036191265
cg02592124,0.017483188
cg02593766,0.926991491
cg02595219,0.476249249
cg02595263,0.009968849
cg02597128,0.059342024
cg02597269,0.012923994
cg02599225,0.028684211
cg02599464,0.183979765
cg02600394,0.55400427
cg02600430,0.079619462
cg02600515,0.034379745
cg02601403,0.939994588
cg02602411,0.873358197
cg02602864,0.013131314
cg02603366,0.021782529
cg02603784,0.952682305
cg02604290,0.056238569
cg02605634,0.217799042
cg02608019,0.020039522
cg02608292,0.058314211
cg02609749,0.064417808
cg02609880,0.406346063
cg02611282,0.39182477
cg02611419,0.863379114
cg02611863,0.626664883
cg02612026,0.018378175
cg02613386,0.065243534
cg02613803,0.086145297
cg02614187,0.048235913
cg02614818,0.931655346
cg02615157,0.016768385
cg02616808,0.06627989
cg02617361,0.002949528
cg02620013,0.234867852
cg02620228,0.071491686
cg02620470,0.011433494
cg02620769,0.026325072
cg02622316,0.019849112
cg02624129,0.122611197
cg02624705,0.015442055
cg02626929,0.443088926
cg02626977,0.012845252
cg02628202,0.021117238
cg02628930,0.006245253
cg02629257,0.96410241
cg02629312,0.981629028
cg02629761,0.053093476
cg02630105,0.070559375
cg02630122,0.027913549
cg02630207,0.968406705
cg02630694,0.042064113
cg02630888,0.566529192
cg02631622,0.018497963
cg02631906,0.037774352
cg02631957,0.018858001
cg02632166,0.011574196
cg02633817,0.320323376
cg02633838,0.025203325
cg02635407,0.73714762
cg02635865,0.058211303
cg02639007,0.025906542
cg02640558,0.020450389
cg02641095,0.021013637
cg02641560,0.060394686
cg02641676,0.631407535
cg02643667,0.960903194
cg02644301,0.008401788
cg02646854,0.018537395
cg02647265,0.473094003
cg02647545,0.027077911
cg02648999,0.02064402
cg02649337,0.978972254
cg02649608,0.038814758
cg02654291,0.099361836
cg02655204,0.709025285
cg02655623,0.904791361
cg02656594,0.850586393
cg02657360,0.545065724
cg02657438,0.862970792
cg02657721,0.1308969
cg02658214,0.90510886
cg02658251,0.881064214
cg02659086,0.02089719
cg02659232,0.07527057
cg02661879,0.009850935
cg02664205,0.919315184
cg02665570,0.006558488
cg02668581,0.010959716
cg02668729,0.009286888
cg02668984,0.027108469
cg02671171,0.78181066
cg02671806,0.032306409
cg02672220,0.162808533
cg02672493,0.13863194
cg02674804,0.927449931
cg02675652,0.496625956
cg02675896,0.042328329
cg02676865,0.136547959
cg02677802,0.781749098
cg02678356,0.023137372
cg02679745,0.922470734
cg02681442,0.031429433
cg02682905,0.812990023
cg02683985,0.02125321
cg02686662,0.932271213
cg02686769,0.010056134
cg02688643,0.963060042
cg02689825,0.011219877
cg02690554,0.080743575
cg02691091,0.886916137
cg02692952,0.100962028
cg02693857,0.039630591
cg02694395,0.485384548
cg02699167,0.018150072
cg02699645,0.015747946
cg02701137,0.858467543
cg02702510,0.024182022
cg02704907,0.933724979
cg02705666,0.016900228
cg02706575,0.968502376
cg02706881,0.910933135
cg02709261,0.016233116
cg02710105,0.011915484
cg02710161,0.825376244
cg02712165,0.658245282
cg02712845,0.017308668
cg02712878,0.213021731
cg02713563,0.042309438
cg02715115,0.017426709
cg02715140,0.014743467
cg02717046,0.456236754
cg02717570,0.043850588
cg02717866,0.817372435
cg02718531,0.063449226
cg02718563,0.599013922
cg02718725,0.03317793
cg02719245,0.066596591
cg02719634,0.772668346
cg02720618,0.021403772
cg02721374,0.920255859
cg02723372,0.938835638
cg02723533,0.991047213
cg02724472,0.318133919
cg02725014,0.050236977
cg02725692,0.042771118
cg02727285,0.345125603
cg02727423,0.432188096
cg02729303,0.540978478
cg02729352,0.013469478
cg02729506,0.026922183
cg02732134,0.957642195
cg02732509,0.251334279
cg02733650,0.019205468
cg02735071,0.029985117
cg02735133,0.004438096
cg02735486,0.178009414
cg02737335,0.88728211
cg02738086,0.870410681
cg02738763,0.009560825
cg02740128,0.070976479
cg02740947,0.045191011
cg02741177,0.864631973
cg02741249,0.066864861
cg02741744,0.012736778
cg02742971,0.017325037
cg02744459,0.016777395
cg02748427,0.050228989
cg02748539,0.067425479
cg02749825,0.017053165
cg02750754,0.035954042
cg02751839,0.407679352
cg02755455,0.904953285
cg02755525,0.019619989
cg02756614,0.018340063
cg02756698,0.926496652
cg02756845,0.050494549
cg02757432,0.055163772
cg02760007,0.024607236
cg02762689,0.910408702
cg02763671,0.322650913
cg02764611,0.007421649
cg02764897,0.940684239
cg02765045,0.010400134
cg02765328,0.018101128
cg02765820,0.919267287
cg02770814,0.015627559
cg02772367,0.014012955
cg02774160,0.69883572
cg02774439,0.060854504
cg02774486,0.960979387
cg02774963,0.956070528
cg02775617,0.152905687
cg02776251,0.091546615
cg02780295,0.029281949
cg02780849,0.100356185
cg02780988,0.85806174
cg02782630,0.015103024
cg02784848,0.015968984
cg02784874,0.697337567
cg02786019,0.946841154
cg02786378,0.87007893
cg02787991,0.049709594
cg02788090,0.021981083
cg02788102,0.047021362
cg02789485,0.186768085
cg02790471,0.915730125
cg02792677,0.020317752
cg02793099,0.580285035
cg02794695,0.879701747
cg02795624,0.012464634
cg02797569,0.743683501
cg02798801,0.268503896
cg02799466,0.648351433
cg02800334,0.846202468
cg02801485,0.020031494
cg02801598,0.010238075
cg02802055,0.017254111
cg02803836,0.956295808
cg02804166,0.012909829
cg02805028,0.436127969
cg02806093,0.012540012
cg02806658,0.010919117
cg02806777,0.782943681
cg02807450,0.033884275
cg02807948,0.378957689
cg02809263,0.054110096
cg02810134,0.958774621
cg02810773,0.004248641
cg02811755,0.018893379
cg02812142,0.927353752
cg02813021,0.011383993
cg02813121,0.888375744
cg02813863,0.865487318
cg02815516,0.78265861
cg02818322,0.862680396
cg02822723,0.0117997
cg02823866,0.017805408
cg02825709,0.853013913
cg02827112,0.050966901
cg02827328,0.008950967
cg02828104,0.140039128
cg02829654,0.084206324
cg02830467,0.900426815
cg02831294,0.868448051
cg02831393,0.010302977
cg02831604,0.168855193
cg02832245,0.022066214
cg02833180,0.956443539
cg02833725,0.680569712
cg02836529,0.032600426
cg02838492,0.425411602
cg02838877,0.350291687
cg02840794,0.026513115
cg02841886,0.011783839
cg02841933,0.004883696
cg02844051,0.845300153
cg02844545,0.311651075
cg02844629,0.022059138
cg02845923,0.969654249
cg02847216,0.834188399
cg02847500,0.024567728
cg02848777,0.010832698
cg02849695,0.184577251
cg02850329,0.03295862
cg02850821,0.039531259
cg02854090,0.985209665
cg02854288,0.046436755
cg02855426,0.653441248
cg02856727,0.666763745
cg02859934,0.251559899
cg02860342,0.155038146
cg02860543,0.081963983
cg02861781,0.009858942
cg02862153,0.043216897
cg02862362,0.704357762
cg02862835,0.035043976
cg02863237,0.007670822
cg02863842,0.009820606
cg02863947,0.974138203
cg02865818,0.008608961
cg02867079,0.345190262
cg02868123,0.932930935
cg02868306,0.055126546
cg02868338,0.027094863
cg02870945,0.186676917
cg02873524,0.018403383
cg02874605,0.015942212
cg02875297,0.300857094
cg02875404,0.89613374
cg02876062,0.946264725
cg02878987,0.048166622
cg02879662,0.071925058
cg02880176,0.038843085
cg02880679,0.929074115
cg02882813,0.914265721
cg02883161,0.063812236
cg02883230,0.302842371
cg02883621,0.935276568
cg02885771,0.297162515
cg02886284,0.017481045
cg02887841,0.023586524
cg02888247,0.245413666
cg02889982,0.451886917
cg02890926,0.003105979
cg02899723,0.989143661
cg02899772,0.023171813
cg02900980,0.009047644
cg02901122,0.018489848
cg02901159,0.009165329
cg02901679,0.932538114
cg02902770,0.967362566
cg02903525,0.890565255
cg02904235,0.010420154
cg02904365,0.023842492
cg02905245,0.245867263
cg02905881,0.010782823
cg02906238,0.052978165
cg02906939,0.94604452
cg02907300,0.007273612
cg02909042,0.014973233
cg02909790,0.127014808
cg02910574,0.883097718
cg02912041,0.954788631
cg02913089,0.027395051
cg02913364,0.035324945
cg02914379,0.35742388
cg02914419,0.030824576
cg02915261,0.023989918
cg02915544,0.804406502
cg02915837,0.044336614
cg02916816,0.035555306
cg02917064,0.02146996
cg02917381,0.012143328
cg02917772,0.073207389
cg02917972,0.014141589
cg02918483,0.022128093
cg02919422,0.086740672
cg02920216,0.141197174
cg02921068,0.00605513
cg02921257,0.928013313
cg02922563,0.019017454
cg02924961,0.020001941
cg02927346,0.044279354
cg02929869,0.011309767
cg02930996,0.133857353
cg02932167,0.71735639
cg02932669,0.018650694
cg02932689,0.05473397
cg02936263,0.868550721
cg02936468,0.017466897
cg02936740,0.875082518
cg02936872,0.006618574
cg02937060,0.074328058
cg02937102,0.972373653
cg02937479,0.042053939
cg02938601,0.10530522
cg02939139,0.198992681
cg02940164,0.310051603
cg02941816,0.149189052
cg02942159,0.01401772
cg02943497,0.082252505
cg02944057,0.03055794
cg02945019,0.621343555
cg02945646,0.383799017
cg02946570,0.462474077
cg02946754,0.012021514
cg02946850,0.912862985
cg02947222,0.011557244
cg02947253,0.916602575
cg02947354,0.946936195
cg02949544,0.01993964
cg02951021,0.196594534
cg02953306,0.548758031
cg02955504,0.848705705
cg02955988,0.605816232
cg02956093,0.175391505
cg02956481,0.018298617
cg02957086,0.052671557
cg02959669,0.017092436
cg02961200,0.047527467
cg02962299,0.004306822
cg02962602,0.053453405
cg02963198,0.011272948
cg02964385,0.793708583
cg02964389,0.031832526
cg02965078,0.794184195
cg02966329,0.027058309
cg02966851,0.431738191
cg02968557,0.929571381
cg02972551,0.059515986
cg02973263,0.023945781
cg02973416,0.166328928
cg02973883,0.792303137
cg02973971,0.025120876
cg02975142,0.023761196
cg02975259,0.012650683
cg02976090,0.057311652
cg02976574,0.986337364
cg02976617,0.322692621
cg02978542,0.008094154
cg02978737,0.85089338
cg02981703,0.849892689
cg02981853,0.780312275
cg02982690,0.013486079
cg02982734,0.876171721
cg02983451,0.157767888
cg02987051,0.013829073
cg02987163,0.037543154
cg02988947,0.524030656
cg02989257,0.608019053
cg02989940,0.855455011
cg02990033,0.73133671
cg02990567,0.004162989
cg02990612,0.237543944
cg02992596,0.701341173
cg02992632,0.018371186
cg02992647,0.906229334
cg02992767,0.905358129
cg02994216,0.007094894
cg02994956,0.104037583
cg02994974,0.048789352
cg02995130,0.006732794
cg02995295,0.031765335
cg02995853,0.023408625
cg02998425,0.932267542
cg03000603,0.014136117
cg03000846,0.373145981
cg03001305,0.392865765
cg03001647,0.044070176
cg03002480,0.018149533
cg03003060,0.010301619
cg03003256,0.924077558
cg03003745,0.441306273
cg03005055,0.031800201
cg03005261,0.381603404
cg03007010,0.038403875
cg03007571,0.038711397
cg03011500,0.032484331
cg03012280,0.953907937
cg03013422,0.0387545
cg03014628,0.019450238
cg03014680,0.922277719
cg03014957,0.58560162
cg03016571,0.897888278
cg03017264,0.769453787
cg03017475,0.86127017
cg03017653,0.488681102
cg03017946,0.821319338
cg03019000,0.849559777
cg03020271,0.097271599
cg03020597,0.023899111
cg03020951,0.665479032
cg03021690,0.948026188
cg03021892,0.71968917
cg03022541,0.813249802
cg03024246,0.963725322
cg03025569,0.904131318
cg03026462,0.016709612
cg03027037,0.045198719
cg03028472,0.027218827
cg03029060,0.02019949
cg03029145,0.019482936
cg03029616,0.911622269
cg03030757,0.546151883
cg03032025,0.102319505
cg03033367,0.976873439
cg03035419,0.0058021
cg03036064,0.021456859
cg03037266,0.070296585
cg03037331,0.010303758
cg03038003,0.024362867
cg03038672,0.873351753
cg03039172,0.052270438
cg03041841,0.015175202
cg03042149,0.010634701
cg03044435,0.862511133
cg03046445,0.029145737
cg03047098,0.020021189
cg03048535,0.021226699
cg03050522,0.064644625
cg03050748,0.035307063
cg03054162,0.024339585
cg03054529,0.779827887
cg03055440,0.92710584
cg03055492,0.009208342
cg03056007,0.015105382
cg03057808,0.01209897
cg03059018,0.019404016
cg03059528,0.012921218
cg03060925,0.053144159
cg03062665,0.007623938
cg03063797,0.031635499
cg03064067,0.048037067
cg03064241,0.010527941
cg03064400,0.032025873
cg03065202,0.010562347
cg03065661,0.019059856
cg03066138,0.00846685
cg03067226,0.016963178
cg03070194,0.146132903
cg03070588,0.026094947
cg03072102,0.011619168
cg03072378,0.035962055
cg03073814,0.017487833
cg03075662,0.916312362
cg03076324,0.00540713
cg03076871,0.015091907
cg03077062,0.008768482
cg03077492,0.878636329
cg03077836,0.010804101
cg03079549,0.007496495
cg03079681,0.027002721
cg03080344,0.03923405
cg03080985,0.037443038
cg03081134,0.028827477
cg03082060,0.845958753
cg03085312,0.136963951
cg03085377,0.846520305
cg03085637,0.005222261
cg03086563,0.008004161
cg03086857,0.036112209
cg03087937,0.960533701
cg03091512,0.024596116
cg03096975,0.575693028
cg03097995,0.644927361
cg03098361,0.018347117
cg03098643,0.098502579
cg03098721,0.229220753
cg03099492,0.040528661
cg03099771,0.676281309
cg03100040,0.06886304
cg03100146,0.12256725
cg03100196,0.036475027
cg03100752,0.597532575
cg03101664,0.105055614
cg03102516,0.896592753
cg03103192,0.731041921
cg03104936,0.504095473
cg03107405,0.003502847
cg03108701,0.021599586
cg03109047,0.041929766
cg03109066,0.004801133
cg03109316,0.953562977
cg03109701,0.142480087
cg03112433,0.106890114
cg03112782,0.048398185
cg03112869,0.917060678
cg03113824,0.948562685
cg03114244,0.029859933
cg03115649,0.003932181
cg03115746,0.87682071
cg03115886,0.854651373
cg03116238,0.017082273
cg03116740,0.678761256
cg03117949,0.050136672
cg03118854,0.288055139
cg03122511,0.040009128
cg03125090,0.01921073
cg03126490,0.013934942
cg03127334,0.07269351
cg03127543,0.847969426
cg03128832,0.948568007
cg03129910,0.022101169
cg03131527,0.862668083
cg03132911,0.006046459
cg03133269,0.026522096
cg03135127,0.026666865
cg03135598,0.0100368
cg03136712,0.988227854
cg03138091,0.123084516
cg03138405,0.032206121
cg03138668,0.034507813
cg03139057,0.037456944
cg03139377,0.799093758
cg03140096,0.01416935
cg03140978,0.933024559
cg03142203,0.948706302
cg03143333,0.96774678
cg03143365,0.035293534
cg03143849,0.795483368
cg03144206,0.043062303
cg03144357,0.88430839
cg03146158,0.043937637
cg03147542,0.014714591
cg03147990,0.020930163
cg03148461,0.038645138
cg03149130,0.032607198
cg03152385,0.406172555
cg03152785,0.012632637
cg03154500,0.06032361
cg03154513,0.014713138
cg03155724,0.030863725
cg03156547,0.361368009
cg03157149,0.002304139
cg03157806,0.047920069
cg03158400,0.020961453
cg03159329,0.014157299
cg03159785,0.007445372
cg03159836,0.023779794
cg03160135,0.227384283
cg03160309,0.090582913
cg03160508,0.593802671
cg03160637,0.021275084
cg03160740,0.142359698
cg03160815,0.216836927
cg03161112,0.024635679
cg03161453,0.975077832
cg03161839,0.151635217
cg03163246,0.927037889
cg03164831,0.130354299
cg03165378,0.941564749
cg03165700,0.01273922
cg03166779,0.008501999
cg03167275,0.043560007
cg03167339,0.021508193
cg03167763,0.456762005
cg03167883,0.917206793
cg03168296,0.031918606
cg03168582,0.011815166
cg03169180,0.325331622
cg03169527,0.017164072
cg03169715,0.013321497
cg03171924,0.345209927
cg03172991,0.720082763
cg03173722,0.041657401
cg03176585,0.013222976
cg03177025,0.124250182
cg03177084,0.021494808
cg03179866,0.853564425
cg03184439,0.044371091
cg03184964,0.349107669
cg03188118,0.333527178
cg03190825,0.458679539
cg03192551,0.34597846
cg03192737,0.495481338
cg03196745,0.026262909
cg03197524,0.023372121
cg03198372,0.521902609
cg03199651,0.089858414
cg03201604,0.033051999
cg03202897,0.619248833
cg03205208,0.079208219
cg03208093,0.013038753
cg03209127,0.023746995
cg03212129,0.008317769
cg03213216,0.0616894
cg03214212,0.077339002
cg03214697,0.374425895
cg03217102,0.152817024
cg03217964,0.01593568
cg03218019,0.013572077
cg03218374,0.197104008
cg03218909,0.256242908
cg03221436,0.783547593
cg03221619,0.638940183
cg03221676,0.004421163
cg03221776,0.014529688
cg03221914,0.308596703
cg03222066,0.507357317
cg03223878,0.014411756
cg03224418,0.673568989
cg03225779,0.057486844
cg03227078,0.014195524
cg03229887,0.015727179
cg03231024,0.068126284
cg03234661,0.943063279
cg03237153,0.714156353
cg03238797,0.015134662
cg03240509,0.380600611
cg03240745,0.911529877
cg03241282,0.438616999
cg03242666,0.468716466
cg03242880,0.92555191
cg03243506,0.898189936
cg03243700,0.005584304
cg03243895,0.004675355
cg03243946,0.051700944
cg03245641,0.674171542
cg03245962,0.018235711
cg03247626,0.143124021
cg03251079,0.052314112
cg03251249,0.021153073
cg03251655,0.603627471
cg03251857,0.752764732
cg03256955,0.091472554
cg03257423,0.068831409
cg03258472,0.441799475
cg03259469,0.039799114
cg03260744,0.953100543
cg03261004,0.009651984
cg03262773,0.066628723
cg03262918,0.023767567
cg03264209,0.642972275
cg03264414,0.905019135
cg03266453,0.049397357
cg03266904,0.007239812
cg03270167,0.049781514
cg03270204,0.852349115
cg03270376,0.04167555
cg03271651,0.066540026
cg03271907,0.982755278
cg03272031,0.012504159
cg03273615,0.225102102
cg03274654,0.036925945
cg03274876,0.024244941
cg03275186,0.015437082
cg03276813,0.004677194
cg03277051,0.029612606
cg03277112,0.036130606
cg03278643,0.638618278
cg03278960,0.013274686
cg03279443,0.035358488
cg03283421,0.758952956
cg03283569,0.171653207
cg03283694,0.835775905
cg03283842,0.047381746
cg03285457,0.020788147
cg03286783,0.05899628
cg03287877,0.853461594
cg03289369,0.010816358
cg03289872,0.013915142
cg03290040,0.016070528
cg03291145,0.837237668
cg03292149,0.975110855
cg03292388,0.236597201
cg03293770,0.019536278
cg03293882,0.02340585
cg03294491,0.389391954
cg03294557,0.605258398
cg03294619,0.008961752
cg03296929,0.176651343
cg03297731,0.521553015
cg03298413,0.028571776
cg03301801,0.904966408
cg03302287,0.012750259
cg03305230,0.013896324
cg03308985,0.016475181
cg03309050,0.026991695
cg03309721,0.021832398
cg03309967,0.651298445
cg03310453,0.028647134
cg03310469,0.00776819
cg03311036,0.015762691
cg03311899,0.959458641
cg03312124,0.016586644
cg03312426,0.008319365
cg03312532,0.828197952
cg03312792,0.923630999
cg03316864,0.178189852
cg03317245,0.511747303
cg03320844,0.915580342
cg03322129,0.080992463
cg03322749,0.043783001
cg03327494,0.936709348
cg03328750,0.045992666
cg03328804,0.140687943
cg03329165,0.011122248
cg03329572,0.939078718
cg03330058,0.508959599
cg03330516,0.766986587
cg03330678,0.3347572
cg03332113,0.023015583
cg03332271,0.772028128
cg03332970,0.042520993
cg03334529,0.086318697
cg03336167,0.215134931
cg03338064,0.934541454
cg03338189,0.040708488
cg03338959,0.016042982
cg03340261,0.015574863
cg03340878,0.893174886
cg03343942,0.753421882
cg03347966,0.014157023
cg03349251,0.894808117
cg03349935,0.933511679
cg03349953,0.165083216
cg03352153,0.975338764
cg03354519,0.030899691
cg03354772,0.058044147
cg03355298,0.006373623
cg03355526,0.051615419
cg03359285,0.014997762
cg03359508,0.345999574
cg03361068,0.015597106
cg03362494,0.863218181
cg03363175,0.017446867
cg03363283,0.914907675
cg03364504,0.83139042
cg03364781,0.946711856
cg03365354,0.015993107
cg03365432,0.036253288
cg03365437,0.094098175
cg03366382,0.873730709
cg03366677,0.003713994
cg03366896,0.005857225
cg03367667,0.011554871
cg03368758,0.650246499
cg03369671,0.015861785
cg03370542,0.046708406
cg03371205,0.03855765
cg03371306,0.041559731
cg03373080,0.035738374
cg03373442,0.007027073
cg03373857,0.020498032
cg03375002,0.864452297
cg03375833,0.873182498
cg03377682,0.079241115
